REF#,id,name,ref,is_company,customer,supplier,parent_id,type,street,street2,zip,city,country_id/id,phone,mobile,fax,email,category_id/id,website,comment
base.res_partner_s039,base.res_partner_184,สยามนานาภัณฑ์,S039,TRUE,TRUE,FALSE,,Default,40992 ถ.เรืองราษฎร์,อ.เมือง,85000,ระนอง,base.th,0-7782-2659,,,,base.res_partner_category_wholesaler,,
base.res_partner_s039,base.res_partner_185,กรุงเทพ (ขนส่ง),S039,FALSE,TRUE,FALSE,สยามนานาภัณฑ์,Shipping,โชคเจริญ ต่างระดับฉิมพลี,สาย 1 ถ.กาญจนาภิเษก,,กรุงเทพ,base.th,0-2885-8066,,,,base.res_partner_category_wholesaler,,
base.res_partner_s038,base.res_partner_186,ซุ่นหลี-ปราณบุรี,S038,TRUE,TRUE,FALSE,,Shipping,582 ม.1 ถ.ใหญ่,ต.ท่ายาง อ.ท่ายาง,,เพชรบุรี,base.th,032-461-243,,,,base.res_partner_category_wholesaler,,
base.res_partner_s038,base.res_partner_187,ประจวบคีรีขนธ์ (สำนักงาน),S038,FALSE,TRUE,FALSE,ซุ่นหลี-ปราณบุรี,Default,004 สี่แยกปราณบุรี ต.เขาน้อย,อ.ปราณบุรี,77120,ประจวบคีรีขันธ์,base.th,0-3262-1564,08-1480-3107,,,base.res_partner_category_wholesaler,,
base.res_partner_s038,base.res_partner_188,กรุงเทพ (ขนส่ง),S038,FALSE,TRUE,FALSE,ซุ่นหลี-ปราณบุรี,Shipping,ทรัพย์สมบูรณ์ ศูนย์ขนส่ง 2,สาย 2 พุทธมณฑล,,กรุงเทพ,base.th,0-2887-2705,,,,base.res_partner_category_wholesaler,,
base.res_partner_s037,base.res_partner_189,สหชัยวิทยุจักรยาน (ABC),S037,TRUE,TRUE,FALSE,,Default,AB-พิษณุโลก 36-36/1,ถ.เจ้าพระยา อ.เมือง,65000,พิษณุโลก,base.th,055-258-768,,,,base.res_partner_category_wholesaler,,
base.res_partner_s037,base.res_partner_190,กรุงเทพ (ขนส่ง),S037,FALSE,TRUE,FALSE,สหชัยวิทยุจักรยาน (ABC),Shipping,หย่ง ซ.สนามกีฬา,สาย 2 ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2887-0912-3,,,,base.res_partner_category_wholesaler,,
base.res_partner_s036,base.res_partner_191,ส.จักรยานไทย,S036,TRUE,TRUE,FALSE,,Default,278-280 ถ.นางพิม,อ.เมือง,,สุพรรณบุรี,base.th,0-3552-2474,,,,base.res_partner_category_wholesaler,,
base.res_partner_s036,base.res_partner_192,กรุงเทพ (ขนส่ง),S036,FALSE,TRUE,FALSE,ส.จักรยานไทย,Shipping,แต้พังเฮง ซ.สนามกีฬา,สาย 2 ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2887-1385-6,,,,base.res_partner_category_wholesaler,,
base.res_partner_s035,base.res_partner_193,สามชุกจักรยาน,S035,TRUE,TRUE,FALSE,,Default,58 ม.2 ต.สามชุก,อ.เมือง,,สุพรรณบุรี,base.th,0-3550-4660,,,,base.res_partner_category_wholesaler,,
base.res_partner_s035,base.res_partner_194,กรุงเทพ (ขนส่ง),S035,FALSE,TRUE,FALSE,สามชุกจักรยาน,Shipping,แต้พังเฮง ซ.สนามกีฬา,สาย 2 ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2887-1385-6,,,,base.res_partner_category_wholesaler,,
base.res_partner_s034,base.res_partner_195,ศิริยานยนต์,S034,TRUE,TRUE,FALSE,,Default,571 ถ.สิโรรส,ต.สะเตง อ.เมือง,95000,ยะลา,base.th,081-478-0472,,,,base.res_partner_category_wholesaler,,
base.res_partner_s034,base.res_partner_196,กรุงเทพ (ขนส่ง),S034,FALSE,TRUE,FALSE,ศิริยานยนต์,Shipping,สามัคคีขนส่งภาคใต้ ซ.95,เอกชัย-บางบอน กาญจนาภิเษก,,กรุงเทพ,base.th,"02-415-8506,081-903-6309",,,,base.res_partner_category_wholesaler,,
base.res_partner_s033,base.res_partner_197,"เสรีวัฒนา 2002, ร้าน",S033,TRUE,TRUE,FALSE,,Default,84 ถ.อุดมวิถี,อ.เมือง,94000,ปัตตานี,base.th,0-7334-9289,,,,base.res_partner_category_wholesaler,,
base.res_partner_s032,base.res_partner_198,เซ่งเฮงหลี,S032,TRUE,TRUE,FALSE,,Default,25-27 ถ.เทิดจรัญ,อ.เมือง,,ตราด,base.th,0-3953-1482,"081-735-0483 , 086-369-9193",,,base.res_partner_category_wholesaler,,
base.res_partner_s032,base.res_partner_199,กรุงเทพ (ขนส่ง),S032,FALSE,TRUE,FALSE,เซ่งเฮงหลี,Shipping,แสงเจริญบริการ ซ.สนามกีฬา,สาย 2 ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2448-2977-8,,,,base.res_partner_category_wholesaler,,
base.res_partner_s031,base.res_partner_200,สากลพาณิชย์,S031,TRUE,TRUE,FALSE,,Default,,อ.เมือง,,ระนอง,base.th,077-822-907-8,,,,base.res_partner_category_wholesaler,,
base.res_partner_s031,base.res_partner_201,กรุงเทพ (ขนส่ง),S031,FALSE,TRUE,FALSE,สากลพาณิชย์,Shipping,โชคเจริญ ต่างระดับฉิมพลี,สาย 1 ถ.กาญจนาภิเษก,,กรุงเทพ,base.th,0-2885-8066,,,,base.res_partner_category_wholesaler,,
base.res_partner_s030,base.res_partner_202,"สหจักรยาน,ศรีษะเกษ",S030,TRUE,TRUE,FALSE,,Default,1502/58-59 ถ.ขุขันธ์,ต.เมืองใต้ อ.เมือง,33000,ศรีสะเกษ,base.th,0-4561-1653,,,,base.res_partner_category_wholesaler,,
base.res_partner_s029,base.res_partner_203,"แสงทองจักรยาน, อุดร",S029,TRUE,TRUE,FALSE,,Default,74/18 ถ.ศรีสุข,อ.เมือง,,อุดรธานี,base.th,0-4222-3969,,,,base.res_partner_category_wholesaler,,
base.res_partner_s028,base.res_partner_204,เสรียนต์,S028,TRUE,TRUE,FALSE,,Default,1449/5-6 ถ.จำเริญวิถี,ต.คลัง อ.เมือง,80000,นครศรีธรรมราช,base.th,0-7535-6519,075-341-557,,,base.res_partner_category_wholesaler,,
base.res_partner_s028,base.res_partner_205,กรุงเทพ (ขนส่ง),S028,FALSE,TRUE,FALSE,เสรียนต์,Shipping,กระบี่นครการ ต่างระดับฉิมพลี,สาย 1 ถ.กาญจนาภิเษก,,กรุงเทพ,base.th,0-2885-8746-8,,,,base.res_partner_category_wholesaler,,
base.res_partner_s027,base.res_partner_206,สมพงษ์การค้า,S027,TRUE,TRUE,FALSE,,Default,643/105 ต.บางพุทธา,อ.เมือง,,สิงห์บุรี,base.th,0-3651-1241,081-947-9298,,,base.res_partner_category_wholesaler,,
base.res_partner_s027,base.res_partner_207,กรุงเทพ (ขนส่ง),S027,FALSE,TRUE,FALSE,สมพงษ์การค้า,Shipping,แต้พังเฮง ซ.สนามกีฬา,สาย 2 ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2887-1385-6,,,,base.res_partner_category_wholesaler,,
base.res_partner_s026,base.res_partner_208,"สหจักรยาน, ร้าน ระยอง",S026,TRUE,TRUE,FALSE,,Default,40943 ถ.ศูนย์การค้าสาย 2,ต.ท่าประดู่ อ.เมือง,21000,ระยอง,base.th,0-3861-1394,081-864-7922,,,base.res_partner_category_wholesaler,,
base.res_partner_s026,base.res_partner_209,กรุงเทพ (ขนส่ง),S026,FALSE,TRUE,FALSE,"สหจักรยาน, ร้าน ระยอง",Shipping,ระยองพัฒนา ซ.5 ม.ขุมทรัพย์นคร,สาย 3 ถ.พุทธมณฑล,,กรุงเทพ,base.th,28881658028882100,,,,base.res_partner_category_wholesaler,,
base.res_partner_s025,base.res_partner_210,"สหจักรยาน, ร้อยเอ็ด",S025,TRUE,TRUE,FALSE,,Default,40917 ถ.ราษฎร์อุทิศ,อ.เมือง,45000,ร้อยเอ็ด,base.th,0-4351-1490,,,,base.res_partner_category_wholesaler,,
base.res_partner_s024,base.res_partner_211,ศูนย์รวมจักรยาน,S024,TRUE,TRUE,FALSE,,Default,225/1-2 ถ.ราษฎร์บำรุง,ต.ตลาดหนองกุง อ.น้ำพอง,,ขอนแก่น,base.th,0-4343-1217,,,,base.res_partner_category_wholesaler,,
base.res_partner_s024,base.res_partner_212,กรุงเทพ (ขนส่ง),S024,FALSE,TRUE,FALSE,ศูนย์รวมจักรยาน,Shipping,ลี้ฮะจัก ศูนย์ขนส่ง 2,สาย 2 ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2887-4605-6,,,,base.res_partner_category_wholesaler,,
base.res_partner_s023,base.res_partner_213,สมรักษ์จักรยาน,S023,TRUE,TRUE,FALSE,,Default,436/12 ถ.ราษฎร์ธุรกิจ,ต.ในเมือง อ.บ้านไผ่,,ขอนแก่น,base.th,0-4327-2204,,,,base.res_partner_category_wholesaler,,
base.res_partner_s023,base.res_partner_214,กรุงเทพ (ขนส่ง),S023,FALSE,TRUE,FALSE,สมรักษ์จักรยาน,Shipping,ลี้ฮะจัก ศูนย์ขนส่ง 2,สาย 2 ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2887-4605-6,,,,base.res_partner_category_wholesaler,,
base.res_partner_s022,base.res_partner_215,สารคามอะไหล่,S022,TRUE,TRUE,FALSE,,Default,1337-8(88) ถ.วรบุตร,ต.ตลาด อ.เมือง,44000,มหาสารคาม,base.th,0-4371-1024,,,,base.res_partner_category_wholesaler,,
base.res_partner_s022,base.res_partner_216,กรุงเทพ (ขนส่ง),S022,FALSE,TRUE,FALSE,สารคามอะไหล่,Shipping,ลี้ฮะจัก ศูนย์สนามกีฬา,สาย 2 ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2448-2873,0-2448-2930-1,,,base.res_partner_category_wholesaler,,
base.res_partner_s021,base.res_partner_217,สุนทรวิณิชย์,S021,TRUE,TRUE,FALSE,,Default,293/29-30 ถ.ตลาดใหม่,ต.ตลาด อ.เมือง,84000,สุราษฎร์ธานี,base.th,0-7727-3950,0-7721-2636,,,base.res_partner_category_wholesaler,,
base.res_partner_s020,base.res_partner_218,"สวยเสมอ, ร้าน",S020,TRUE,TRUE,FALSE,,Default,817/4-5 ตึกใหม่ตลาดเทศบาลมหาชัย,,,สมุทรสาคร,base.th,0-3441-1264,0-3441-1373,,,base.res_partner_category_wholesaler,,
base.res_partner_s019,base.res_partner_219,"สว็อต คอนสตรัคชั่น, บจก.",S019,TRUE,TRUE,FALSE,,Default,209 ม.2,,20230,ชลบุรี,base.th,0-3835-2593-4,,,,base.res_partner_category_wholesaler,,
base.res_partner_s018,base.res_partner_220,สมชาติ,S018,TRUE,TRUE,FALSE,,Default,334 ม.5 ซ.ไทยประกัน ซ.2 ถ.เทพารักษ์ กม.21,,,สมุทรปราการ,base.th,0-2315-4843-4,,,,base.res_partner_category_wholesaler,,
base.res_partner_s017,base.res_partner_221,"ส.จักรยาน, ร้าน",S017,TRUE,TRUE,FALSE,,Default,บางใหญ่,,,นนทบุรี,base.th,0-2903-2983,089-222-2251,,,base.res_partner_category_wholesaler,,
base.res_partner_s015,base.res_partner_222,สปีด ไบค์,S015,TRUE,TRUE,FALSE,,Default,212-214 ถ.หลวง,แขวงป้อมปราบ เขตป้อมปราบฯ,10100,กรุงเทพ,base.th,0-2622-5753,"0-2622-8551, 086-970-3178",,,base.res_partner_category_wholesaler,,
base.res_partner_s014,base.res_partner_223,"ส.ไทยรัตน์, หจก.",S014,TRUE,TRUE,FALSE,,Default,1018/3 ถ.สามเสน,แขวงนครชัยศรี เขตดุสิต,10300,กรุงเทพ,base.th,0-2243-4363,"081-8276677, 0-2243-5190",,,base.res_partner_category_wholesaler,,
base.res_partner_s013,base.res_partner_224,"สยามคูโบต้าอุตสาหกรรม, บจก.",S013,TRUE,TRUE,FALSE,,Default,101/19-24 ม.20 นวนคร,,12120,ปทุมธานี,base.th,0-2909-0300,,,,base.res_partner_category_wholesaler,,
base.res_partner_s012,base.res_partner_225,สมชายจักรรัฐ,S012,TRUE,TRUE,FALSE,,Default,,,,กรุงเทพ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_s011,base.res_partner_226,ห้างแสงพาณิชย์,S011,TRUE,TRUE,FALSE,,Default,118-126 ซ.ศุภมิตร 1,ป้อมปราบฯ,,กรุงเทพ,base.th,0-2281-5297,0-2282-0808,,,base.res_partner_category_wholesaler,,
base.res_partner_s010,base.res_partner_227,"สหจักรยาน, หจก.(กทม.)",S010,TRUE,TRUE,FALSE,,Default,339 ถ.หลวง,แขวงวัดเทพศิรินทร์ เขตป้อมปราบฯ,10100,กรุงเทพ,base.th,0-2222-7770,"0-2223-6472, 0-2222-4897",,,base.res_partner_category_wholesaler,,
base.res_partner_s009,base.res_partner_228,"โซวก้วงฮวด, หจก.",S009,TRUE,TRUE,FALSE,,Default,153 ถ.หลวง,แขวงเทพศิรินทร์ เขตป้อมปราบฯ,,กรุงเทพ,base.th,0-2222-7728,,,,base.res_partner_category_wholesaler,,
base.res_partner_s008,base.res_partner_229,โสภณ ตัถย์วิสุทธิ์,S008,TRUE,TRUE,FALSE,,Default,611/11 ซ.25/2 ใกล้ศูนย์การค้าบางปะกอก,แขวงบางปะกอก,10140,กรุงเทพ,base.th,0-2427-4481,0-2427-7797,,,base.res_partner_category_wholesaler,,
base.res_partner_s007,base.res_partner_230,แสงวิวัฒน์,S007,TRUE,TRUE,FALSE,,Default,วงเวียน 22,,,กรุงเทพ,base.th,0-2224-2889,0-2224-2854,,,base.res_partner_category_wholesaler,,
base.res_partner_s006,base.res_partner_231,แสงฟ้าจักรยาน,S006,TRUE,TRUE,FALSE,,Default,135/1-2 ถ.ราษฎรสันติ,อ.บ้านบึง,,ชลบุรี,base.th,0-3844-3605,,,,base.res_partner_category_wholesaler,,
base.res_partner_s006,base.res_partner_232,กรุงเทพ (ขนส่ง),S006,FALSE,TRUE,FALSE,แสงฟ้าจักรยาน,Shipping,สกุลทอง วงเวียน 22,วรจักร,,กรุงเทพ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_s005,base.res_partner_233,แสงเจริญ,S005,TRUE,TRUE,FALSE,,Default,2934 ถ.สุขุมวิท,แขวงบางนา เขตบางนา,10260,กรุงเทพ,base.th,0-2393-2197,081-938-0153,,,base.res_partner_category_wholesaler,,
base.res_partner_s004,base.res_partner_234,แสงจันทร์,S004,TRUE,TRUE,FALSE,,Default,ม.เศรษฐีวิลล์,บางแค,,กรุงเทพ,base.th,0-2883-9060,0-2455-0540,,,base.res_partner_category_wholesaler,,
base.res_partner_s003,base.res_partner_235,ศรีเจริญ,S003,TRUE,TRUE,FALSE,,Default,,,,สมุทรปราการ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_s002,base.res_partner_236,"ศรีพาณิชย์, ร้าน",S002,TRUE,TRUE,FALSE,,Default,355/8 ซ.สวนมะลิ 3 ถ.หลวง,แขวงวัดเทพศิริทร์ เขตป้อมปราบฯ,10100,กรุงเทพ,base.th,0-2224-8420,,,,base.res_partner_category_wholesaler,,
base.res_partner_s001,base.res_partner_237,SIAM CYCLE (SCI.),S001,TRUE,TRUE,FALSE,,Default,ข้างธนาคารกรุงเทพ-ศรีนครินทร์,,,สมุทรปราการ,base.th,0-2758-8681,"081-940-0301, 0-2748-2569 กด 1, 0-2758-9",,,base.res_partner_category_wholesaler,,
base.res_partner_r022,base.res_partner_238,Rayong city bike,R022,TRUE,TRUE,FALSE,,Default,564/2 ถ.สุขุมวิท,ต.เนินพระ อ.เมือง,21000,ระยอง,base.th,038-615618,08-9666-0305,,,base.res_partner_category_wholesaler,,
base.res_partner_r022,base.res_partner_239,กรุงเทพ (ขนส่ง),R022,FALSE,TRUE,FALSE,Rayong city bike,Shipping,พี.อนุสรณ์ขนส่ง สาย 2,24 พุทธมณฑล,,กรุงเทพ,base.th,02-885-8033-4,,,,base.res_partner_category_wholesaler,,
base.res_partner_r021,base.res_partner_240,"รฐาพัชร์, บจก.",R021,TRUE,TRUE,FALSE,,Default,226 ซ.บางบอน 4 ซ.7 แขวงบางบอน,เขตบางบอน,10150,กรุงเทพ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_r020,base.res_partner_241,"ราชาไซเคิล,บจก.",R020,TRUE,TRUE,FALSE,,Default,417 ม.2 ถ.บางพลี-ตำหรุ,ต.แพรกษาใหม่ อ.เมือง,,สมุทรปราการ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_r019,base.res_partner_242,"รวยรวยบริการ,ร้าน",R019,TRUE,TRUE,FALSE,,Default,1 ม.5 ต.ทุ่งคา,อ.เมือง,,ชุมพร,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_r018,base.res_partner_243,รตาจักรยาน,R018,TRUE,TRUE,FALSE,,Default,138-140 ถ.หน้าเมือง,อ.สวรรคโลก,,สุโขทัย,base.th,081-962-8641,,,,base.res_partner_category_wholesaler,,
base.res_partner_r017,base.res_partner_244,"รถถีบ, ร้าน",R017,TRUE,TRUE,FALSE,,Default,273/6-8 ถ.ปรมินทรมรรค,ต.ท่าตะเภา อ.เมือง,86000,ชุมพร,base.th,089-649-2666,,,,base.res_partner_category_wholesaler,,
base.res_partner_r017,base.res_partner_245,กรุงเทพ (ขนส่ง),R017,FALSE,TRUE,FALSE,"รถถีบ, ร้าน",Shipping,โชคประเสริฐ ต่างระดับฉิมพลี,สาย 1 ถ.กาญจนาภิเษก,,กรุงเทพ,base.th,0-2885-8854,,,,base.res_partner_category_wholesaler,,
base.res_partner_r016,base.res_partner_246,"รัตนพาณิชย์, ร้าน",R016,TRUE,TRUE,FALSE,,Default,69 ม.3 ถ.ขอนแก่น-ยางตลาด,ต.เชียงยืน อ.เชียงยืน,,มหาสารคาม,base.th,0-4378-1286,,,,base.res_partner_category_wholesaler,,
base.res_partner_r015,base.res_partner_247,รวมเจริญอะไหล่,R015,TRUE,TRUE,FALSE,,Default,986/10-11 ซ.ประชาศึกษา ถ.ขุขันธ์,อ.เมือง,,ศรีสะเกษ,base.th,0-4561-3705,0-4561-1896,,,base.res_partner_category_wholesaler,,
base.res_partner_r015,base.res_partner_248,กรุงเทพ (ขนส่ง),R015,FALSE,TRUE,FALSE,รวมเจริญอะไหล่,Shipping,โชคเจ้าสัว,สาย 4 ถ.พุทธมณฑล,,กรุงเทพ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_r014,base.res_partner_249,"รากฐานมั่นคง, บจก.",R014,TRUE,TRUE,FALSE,,Default,3/122 มบ.บัวขาว ม.11 ถ.สุขาภิบาล 3,แขวงมีนบุรี เขตมีนบุรี,10510,กรุงเทพ,base.th,0-2540-4015-14,"0-2917-4257, 086-779-3074, 081-985-5461",,,base.res_partner_category_wholesaler,,
base.res_partner_r012,base.res_partner_250,ร่วมวิวัฒน์บริการ,R012,TRUE,TRUE,FALSE,,Default,99 ต.จันดี,อ.จันดี,,นครศรีธรรมราช,base.th,0-7548-6215,,,,base.res_partner_category_wholesaler,,
base.res_partner_r011,base.res_partner_251,รักษาพาณิชย์,R011,TRUE,TRUE,FALSE,,Default,218 แม่อาย,อ.เวียงป่าเป้า,,เชียงราย,base.th,0-5378-9168,,,,base.res_partner_category_wholesaler,,
base.res_partner_r010,base.res_partner_252,รัตนศักดิ์,R010,TRUE,TRUE,FALSE,,Default,49-51 ต.ท่าอิฐ,อ.เมือง,53000,อุตรดิตถ์,base.th,0-5541-1086,081-313-5880,,,base.res_partner_category_wholesaler,,
base.res_partner_r010,base.res_partner_253,กรุงเทพ (ขนส่ง),R010,FALSE,TRUE,FALSE,รัตนศักดิ์,Shipping,ต.อุตรดิถต์ขุนพล ซ.6 ม.ขุมทรัพย์นคร,สาย 3 ถ.พุทธมณฑล,,กรุงเทพ,base.th,082-224-9627,,,,base.res_partner_category_wholesaler,,
base.res_partner_r009,base.res_partner_254,"รุ่งเรืองจักรยาน, ร้าน",R009,TRUE,TRUE,FALSE,,Default,118/5-6 ถ.บำรุงราษฎร์,อ.อรัญประเทศ,,สระแก้ว,base.th,0-3723-1352,,,,base.res_partner_category_wholesaler,,
base.res_partner_r009,base.res_partner_255,กรุงเทพ (ขนส่ง),R009,FALSE,TRUE,FALSE,"รุ่งเรืองจักรยาน, ร้าน",Shipping,อรัญ-วินัย ซ.รุ่งเรือง,สาย 3 ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2888-0447,,,,base.res_partner_category_wholesaler,,
base.res_partner_r008,base.res_partner_256,รามาทีวี,R008,TRUE,TRUE,FALSE,,Default,212 จรดวิถีถ่อง,อ.เมือง,64000,สุโขทัย,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_r008,base.res_partner_257,กรุงเทพ (ขนส่ง),R008,FALSE,TRUE,FALSE,รามาทีวี,Shipping,นิวทำดี ศูนย์ขนส่ง 1,บางแวก ถ.กาญจนาภิเษก,,กรุงเทพ,base.th,0-2410-3416,0-2410-3173,,,base.res_partner_category_wholesaler,,
base.res_partner_r007,base.res_partner_258,รัตนการช่าง,R007,TRUE,TRUE,FALSE,,Default,1659/1 ต.ท่ามะเขือ,อ.คลองขลุง,,กำแพงเพชร,base.th,0-5578-1083,,,,base.res_partner_category_wholesaler,,
base.res_partner_r007,base.res_partner_259,กรุงเทพ (ขนส่ง),R007,FALSE,TRUE,FALSE,รัตนการช่าง,Shipping,วรวัฒน์ ศูนย์ขนส่ง 3,สาย 2 ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2887-1055-6,,,,base.res_partner_category_wholesaler,,
base.res_partner_r006,base.res_partner_260,รวมจักรยาน(ชุมแพจักรยาน),R006,TRUE,TRUE,FALSE,,Default,52/2-3 ถ.ราษฎร์บำรุง,ต.ชุมแพ อ.ชุมแพ,,ขอนแก่น,base.th,0-4331-1284,,,,base.res_partner_category_wholesaler,,
base.res_partner_r005,base.res_partner_261,รุ่งกิจจักรยาน,R005,TRUE,TRUE,FALSE,,Default,637 ซ.38 ต.หนองไผ่,อ.หนองไผ่,67140,เพชรบูรณ์,base.th,0-5678-1254,,,,base.res_partner_category_wholesaler,,
base.res_partner_r005,base.res_partner_262,กรุงเทพ (ขนส่ง),R005,FALSE,TRUE,FALSE,รุ่งกิจจักรยาน,Shipping,พรเพชรบูรณ์หล่มสัก เลยสาย 3,ถ.ปินเกล้า-นครชัยศรี,,กรุงเทพ,base.th,0-2888-7734-5,,,,base.res_partner_category_wholesaler,,
base.res_partner_r003,base.res_partner_263,"ราชาวิศวกรรมจักรกล, หจก.",R003,TRUE,TRUE,FALSE,,Default,416 ม.2 ถ.บางพลี-ตำหรุ,ต.แพรกษาใหม่ อ.เมือง,10280,สมุทรปราการ,base.th,0-2703-6806-10,,,,base.res_partner_category_wholesaler,,
base.res_partner_r002,base.res_partner_264,เรืองชัย-หนามแดง,R002,TRUE,TRUE,FALSE,,Default,ตลาดหนามแดง,,,สมุทรปราการ,base.th,0-2754-8480,,,,base.res_partner_category_wholesaler,,
base.res_partner_r001,base.res_partner_265,"โรงงานไทยเชน, บจก",R001,TRUE,TRUE,FALSE,,Default,2/99 ม.14 ถ.เสรีไทย,แขวงมีนบุรี เขตมีนบุรี,10510,กรุงเทพ,base.th,0-2517-8301,0-2919-9628,,,base.res_partner_category_wholesaler,,
base.res_partner_p056,base.res_partner_266,PC BIKES SHOP (ผินฮับหลี),P056,TRUE,TRUE,FALSE,,Default,46 ถ.ท่าแพ,ต.เวียง อ.ฝาง,50110,เชียงใหม่,base.th,0-5338-2991,08-1530-0288,,,base.res_partner_category_wholesaler,,
base.res_partner_p056,base.res_partner_267,กรุงเทพฯ (ขนส่ง),P056,FALSE,TRUE,FALSE,PC BIKES SHOP (ผินฮับหลี),Shipping,นิ่มซี่เส็งขนส่ง สาย 2,พุทธมณฑล,,กรุงเทพ,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_p055,base.res_partner_268,"พัชรินทร์อินเตอร์เทรด, บจก.",P055,TRUE,TRUE,FALSE,,Default,46/146 หมู่ที่ 3 ถ.ศรีสมาน,ต.บ้านใหม่ อ.ปากเกร็ด,11120,นนทบุรี,base.th,02-9617530,,,,base.res_partner_category_wholesaler,,
base.res_partner_p054,base.res_partner_269,ร้านปรีชาลาภอะไหล่,P054,TRUE,TRUE,FALSE,,Default,197 หมู่ 17 ต.กุดชุม,อ.กุดชุม,35140,ยโสธร,base.th,081-860-7951,,,,base.res_partner_category_wholesaler,,
base.res_partner_p054,base.res_partner_270,กรุงเทพฯ (ขนส่ง),P054,FALSE,TRUE,FALSE,ร้านปรีชาลาภอะไหล่,Shipping,เตียเจ็งกี่ขนส่ง,,,,base.th,,,,,base.res_partner_category_wholesaler,,
base.res_partner_p053,base.res_partner_271,"ไพรัตน์ อินเตอร์เนชั่นแนล,บจก.",P053,TRUE,TRUE,FALSE,,Default,60/40 ตรงข้ามซ.พุทธบูชา 12 ถ.พุทธบูชา,แขวงจอมทอง เขตจอมทอง,10150,กรุงเทพ,base.th,0-2874-1587-8,,,,base.res_partner_category_wholesaler,,
base.res_partner_p052,base.res_partner_272,"พรศักดิ์ตะวันออกมอเตอร์,หจก.",P052,TRUE,TRUE,FALSE,,Default,39269 ถ.สุขุมวิท,ต.ท่าประดู่ อ.เมือง,21000,ระยอง,base.th,0-3862-0037,086-465-3536,,,base.res_partner_category_wholesaler,,
base.res_partner_p050,base.res_partner_273,พิพัฒน์จักรยาน,P050,TRUE,TRUE,FALSE,,Default,217 ถ.หลวง วรจักร,แขวงวัดเทพศิรินทร์ เขตป้อมปราบ,,กรุงเทพ,base.th,02-224-6388,081-642-2879,,,base.res_partner_category_wholesaler,,
base.res_partner_p049,base.res_partner_274,พรหมคีรี จักรยานไฟฟ้า(สุรักษ์),P049,TRUE,TRUE,FALSE,,Default,44/4 ม.2 ต.ทอนหงส์,อ.พรหมคีรี,80320,นครศรีธรรมราช,base.th,086-951-5461,,,,base.res_partner_category_wholesaler,,
base.res_partner_p048,base.res_partner_275,"พลประไพร, ร้าน",P048,TRUE,TRUE,FALSE,,Default,237/1 บ้านฟ่อน,ต.ชมพู อ.เมือง,,ลำปาง,base.th,0-5425-0441,086-917-9839,,,base.res_partner_category_wholesaler,,
base.res_partner_p048,base.res_partner_276,กรุงเทพ (ขนส่ง),P048,FALSE,TRUE,FALSE,"พลประไพร, ร้าน",Shipping,นิ่มซี่เส็ง สาย 2,ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2448-2890-2,086-917-9839,,,base.res_partner_category_wholesaler,,
base.res_partner_p047,base.res_partner_277,"พงษ์ศิริธรากุล, บจก.",P047,TRUE,TRUE,FALSE,,Default,229/7 ม.4 ถ.แจ้งวัฒนะ,แขวงทุ่งสองห้อง เขตหลักสี่,10210,กรุงเทพ,base.th,0-2575-1870,"0-2573-5468-9, 081-827-6677",,,base.res_partner_category_wholesaler,,
base.res_partner_p046,base.res_partner_278,"ไพศาลจักรยาน, รังสิต",P046,TRUE,TRUE,FALSE,,Default,329 ถ.รังสิต-ปทุมธานี,ต.ประชาธิปัตย์ อ.ธัญบุรี,,ปทุมธานี,base.th,0-2959-1980,,,,base.res_partner_category_wholesaler,,
base.res_partner_p045,base.res_partner_279,เปี๊ยกจักรยาน,P045,TRUE,TRUE,FALSE,,Default,40982 ถ.เทศบาล สาย 4,ต.ขลุง อ.ขลุง,22110,จันทบุรี,base.th,0-3944-1260,086-156-1058,,,base.res_partner_category_wholesaler,,
base.res_partner_p045,base.res_partner_280,กรุงเทพ (ขนส่ง),P045,FALSE,TRUE,FALSE,เปี๊ยกจักรยาน,Shipping,ตากสินบริการ สาย 2,ถ.พุทธมณฑล,,กรุงเทพ,base.th,0-2455-8147,,,,base.res_partner_category_wholesaler,,
